name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-14109,NO,1,14,37,57,137,30,17
GENE-14110,NO,1,4,5,6,8,12,13
GENE-14111,NO,1,0,0,0,0,0,0
GENE-14112,NO,1,2,3,4,4,3,5
GENE-14113,NO,1,0,2,1,1,0,0
GENE-14114,NO,1,0,0,0,0,0,0
GENE-14115,NO,1,0,0,0,0,0,0
GENE-14116,NO,1,8,6,3,8,2,3
GENE-14117,NO,1,83,73,88,71,61,61
GENE-14118,NO,1,0,0,0,0,0,0
GENE-14119,NO,1,69,110,75,66,62,115
GENE-14120,NO,1,0,0,0,0,0,0
GENE-14121,NO,1,22,22,25,35,29,23
GENE-14122,NO,1,0,0,0,0,0,0
GENE-14123,YES,1,0,0,0,0,0,0
GENE-14124,NO,1,0,0,0,0,0,0
GENE-14125,NO,1,57,45,53,33,44,52
GENE-14126,NO,1,251,288,291,339,289,293
GENE-14127,NO,1,34,29,27,58,37,39
GENE-14128,NO,1,689,964,946,869,1166,788
GENE-14129,NO,1,0,0,0,0,0,0
GENE-14130,NO,1,74,144,66,128,84,97
GENE-14131,NO,1,0,0,0,0,0,0
GENE-14132,NO,1,0,0,0,0,0,0
GENE-14133,NO,1,770,867,808,755,985,850
GENE-14134,NO,1,12,18,16,39,8,42
GENE-14135,NO,1,0,0,0,0,0,0
GENE-14136,NO,1,0,0,0,0,0,0
GENE-14137,NO,1,0,0,0,0,0,0
GENE-14138,NO,1,0,0,0,0,0,0
GENE-14139,NO,1,2,0,0,0,1,1
GENE-14140,NO,1,0,0,0,0,0,0
GENE-14141,NO,1,0,0,0,0,0,0
GENE-14142,NO,1,0,0,0,0,0,0
GENE-14143,NO,1,0,0,0,0,0,0
GENE-14144,NO,1,0,0,0,0,0,0
GENE-14145,NO,1,21,29,25,18,26,24
GENE-14146,NO,1,1,0,0,0,0,0
GENE-14147,NO,1,0,0,0,0,0,0
GENE-14148,NO,1,0,0,0,0,0,0
GENE-14149,NO,1,0,0,0,0,0,0
GENE-14150,NO,1,68,91,86,73,55,79
GENE-14151,NO,1,60,11,70,37,57,46
GENE-14152,NO,1,0,0,0,0,0,0
GENE-14153,NO,1,0,0,0,0,0,0
GENE-14154,NO,1,0,0,0,0,0,0
GENE-14155,NO,1,0,0,0,0,0,0
GENE-14156,NO,1,0,0,0,0,0,0
GENE-14157,NO,1,0,0,0,0,0,0
GENE-14158,NO,1,260,320,265,265,276,279
GENE-14159,NO,1,0,0,0,0,0,0
GENE-14160,NO,1,75,63,90,50,98,34
GENE-14161,NO,1,1394,1640,2849,1333,2715,3693
GENE-14162,NO,1,35,22,35,23,22,26
GENE-14163,NO,1,65,49,55,43,61,55
GENE-14164,NO,1,0,0,0,0,0,0
GENE-14165,NO,1,10,7,9,7,8,4
GENE-14166,NO,1,0,0,0,0,0,0
GENE-14167,NO,1,0,0,0,0,0,0
GENE-14168,NO,1,31,9,14,20,20,8
GENE-14169,NO,1,0,0,0,0,0,0
GENE-14170,NO,1,0,0,0,0,0,0
GENE-14171,NO,1,0,0,0,0,0,0
GENE-14172,NO,1,0,0,0,0,0,0
GENE-14173,NO,1,0,0,0,0,0,0
GENE-14174,NO,1,12,5,10,5,4,8
GENE-14175,NO,1,0,0,0,0,0,0
GENE-14176,NO,1,0,0,0,0,0,0
GENE-14177,NO,1,1,5,10,4,5,4
GENE-14178,NO,1,3,1,2,0,3,6
GENE-14179,NO,1,0,0,0,0,0,0
GENE-14180,NO,1,625,818,570,622,654,860
GENE-14181,NO,1,0,0,0,0,0,0
GENE-14182,NO,1,0,1,0,0,0,0
GENE-14183,NO,1,309,326,398,440,242,373
GENE-14184,NO,1,0,0,0,0,0,0
GENE-14185,NO,1,0,0,0,0,0,0
GENE-14186,NO,1,2,1,0,5,6,4
GENE-14187,NO,1,0,0,0,0,0,0
GENE-14188,NO,1,204,172,250,134,104,206
GENE-14189,NO,1,0,0,0,0,0,0
GENE-14190,NO,1,0,2,0,0,0,0
GENE-14191,NO,1,0,0,0,0,0,0
GENE-14192,NO,1,85,67,56,51,52,72
GENE-14193,NO,1,336,341,381,301,286,373
GENE-14194,NO,1,0,0,0,0,0,0
GENE-14195,NO,1,0,0,0,0,0,0
GENE-14196,NO,1,0,0,0,0,0,0
GENE-14197,NO,1,0,0,0,0,0,0
GENE-14198,NO,1,0,0,0,0,0,0
GENE-14199,NO,1,63,47,49,53,50,60
GENE-14200,NO,1,0,0,0,0,0,0
GENE-14201,NO,1,0,0,0,0,0,0
GENE-14202,NO,1,0,0,0,0,0,0
GENE-14203,NO,1,1817,1106,1460,1142,1664,1043
GENE-14204,NO,1,1546,1769,1521,1924,1621,1473
GENE-14205,NO,1,37,39,56,46,46,49
GENE-14206,NO,1,168,175,153,180,300,148
GENE-14207,NO,1,0,0,0,0,0,0
GENE-14208,YES,1,0,0,0,0,0,0
GENE-14209,NO,1,0,0,0,0,0,0
GENE-14210,NO,1,2,1,0,0,0,1
GENE-14211,NO,1,324,398,317,437,365,258
GENE-14212,NO,1,142,168,154,140,166,162
GENE-14213,NO,1,0,0,0,0,0,0
GENE-14214,YES,1,0,0,0,0,0,0
GENE-14215,NO,1,0,0,0,0,0,0
GENE-14216,NO,1,0,0,0,0,0,0
GENE-14217,NO,1,0,0,0,0,0,0
GENE-14218,NO,1,0,0,0,0,0,0
GENE-14219,NO,1,0,0,0,0,0,0
GENE-14220,NO,1,0,0,0,0,0,0
GENE-14221,NO,1,0,0,0,0,0,0
GENE-14222,NO,1,0,0,0,0,0,0
GENE-14223,NO,1,0,0,0,0,0,0
GENE-14224,NO,1,357,364,336,422,329,320
GENE-14225,NO,1,0,0,0,0,0,0
GENE-14226,NO,1,149,185,175,148,164,176
GENE-14227,NO,1,0,0,0,0,0,0
GENE-14228,NO,1,0,0,0,0,0,0
GENE-14229,NO,1,0,0,0,0,0,0
GENE-14230,NO,1,0,0,0,0,0,0
GENE-14231,NO,1,0,0,0,0,0,0
GENE-14232,YES,1,0,0,0,0,0,0
GENE-14233,NO,1,0,0,0,0,0,0
GENE-14234,NO,1,0,0,0,0,0,0
GENE-14235,NO,1,0,0,0,0,0,0
GENE-14236,NO,1,15,31,30,32,12,47
GENE-14237,NO,1,0,0,0,0,0,0
GENE-14238,NO,1,433,450,696,707,615,592
GENE-14239,NO,1,0,0,0,0,0,0
GENE-14240,NO,1,0,0,0,0,0,0
GENE-14241,NO,1,0,0,0,0,0,0
GENE-14242,NO,1,0,0,0,0,0,0
GENE-14243,NO,1,4,2,1,1,5,0
GENE-14244,NO,1,75,63,66,73,74,89
GENE-14245,NO,1,0,0,0,0,0,0
GENE-14246,NO,1,8,7,7,2,21,3
GENE-14247,NO,1,53,31,64,25,21,65
GENE-14248,NO,1,204,157,234,175,220,243
GENE-14249,NO,1,3,0,0,2,0,1
GENE-14250,NO,1,0,1,0,1,0,0
GENE-14251,NO,1,40,41,40,47,38,41
GENE-14252,NO,1,104,109,113,116,111,92
GENE-14253,YES,1,0,0,0,0,0,0
GENE-14254,NO,1,200,221,210,195,238,203
GENE-14255,NO,1,66,65,58,52,68,68
GENE-14256,NO,1,0,0,0,0,0,0
GENE-14257,NO,1,91,58,66,43,71,83
GENE-14258,NO,1,0,0,0,0,0,0
GENE-14259,NO,1,435,254,347,389,516,584
GENE-14260,YES,1,0,0,0,0,0,0
GENE-14261,NO,1,2064,1825,2076,2293,2359,2645
GENE-14262,NO,1,0,0,0,0,0,0
GENE-14263,NO,1,0,0,0,0,0,0
GENE-14264,NO,1,0,0,0,0,0,0
GENE-14265,NO,1,0,0,0,0,0,0
GENE-14266,NO,1,0,0,0,0,0,0
GENE-14267,NO,1,0,0,0,0,0,0
GENE-14268,NO,1,0,0,0,0,0,0
GENE-14269,NO,1,0,0,0,0,0,0
GENE-14270,NO,1,0,0,0,0,0,0
GENE-14271,NO,1,0,0,0,0,0,0
GENE-14272,YES,1,0,0,0,0,0,0
GENE-14273,NO,1,0,0,0,0,0,0
GENE-14274,NO,1,0,0,0,0,0,0
GENE-14275,NO,1,0,0,0,0,0,0
GENE-14276,NO,1,0,0,0,0,0,0
GENE-14277,NO,1,0,0,0,0,0,0
GENE-14278,NO,1,0,0,0,0,0,0
GENE-14279,NO,1,6,4,1,4,2,5
GENE-14280,NO,1,0,0,0,0,0,0
GENE-14281,NO,1,146,103,217,186,99,131
GENE-14282,NO,1,2,0,0,0,0,0
GENE-14283,NO,1,0,0,0,0,0,0
GENE-14284,NO,1,0,0,0,0,0,0
GENE-14285,NO,1,0,2,3,4,2,12
GENE-14286,NO,1,0,0,0,0,0,0
GENE-14287,NO,1,0,0,0,0,0,0
GENE-14288,NO,1,45,54,52,49,62,52
GENE-14289,NO,1,0,0,0,0,0,0
GENE-14290,NO,1,0,0,0,0,0,0
GENE-14291,NO,1,0,0,0,0,0,0
GENE-14292,NO,1,0,0,0,0,0,0
GENE-14293,NO,1,856,2680,1122,973,1770,1178
GENE-14294,NO,1,1,0,2,0,1,3
GENE-14295,NO,1,2,2,5,1,2,0
GENE-14296,YES,1,0,0,0,0,0,0
GENE-14297,NO,1,0,0,0,0,0,0
GENE-14298,NO,1,0,0,0,0,0,0
GENE-14299,NO,1,0,0,0,0,0,0
GENE-14300,NO,1,0,0,0,0,0,0
GENE-14301,NO,1,8,29,11,15,49,15
GENE-14302,NO,1,422,450,472,441,406,361
GENE-14303,NO,1,0,0,0,0,1,0
GENE-14304,NO,1,0,0,0,0,0,0
GENE-14305,NO,1,0,0,0,0,0,0
GENE-14306,NO,1,0,0,0,0,0,0
GENE-14307,NO,1,118,115,7,5,296,282
GENE-14308,NO,1,0,0,0,0,0,0
GENE-14309,NO,1,19,23,10,8,19,10
GENE-14310,NO,1,0,0,0,0,0,0
GENE-14311,NO,1,0,0,0,0,0,0
GENE-14312,NO,1,2289,1035,3696,2984,182,5168
GENE-14313,NO,1,0,0,0,0,0,0
GENE-14314,NO,1,0,0,0,0,0,0
GENE-14315,NO,1,231,229,206,252,238,252
GENE-14316,NO,1,0,0,0,0,0,0
GENE-14317,NO,1,0,0,0,0,0,0
GENE-14318,NO,1,0,0,0,0,0,0
GENE-14319,NO,1,0,0,0,9,0,2
GENE-14320,NO,1,0,0,0,0,0,0
GENE-14321,NO,1,12,11,8,8,12,8
GENE-14322,NO,1,0,0,0,0,0,0
GENE-14323,NO,1,0,0,0,0,1,1
GENE-14324,NO,1,0,0,0,0,0,0
GENE-14325,NO,1,1,0,0,1,0,0
GENE-14326,NO,1,0,0,0,0,0,0
GENE-14327,NO,1,22,14,11,7,13,12
GENE-14328,NO,1,227,293,311,397,212,267
GENE-14329,NO,1,1981,2319,1483,1249,2142,1290
GENE-14330,NO,1,0,0,0,0,0,0
GENE-14331,NO,1,185,138,82,107,52,139
GENE-14332,NO,1,0,0,0,0,0,0
GENE-14333,NO,1,0,0,0,0,0,0
GENE-14334,NO,1,286,308,434,289,431,308
GENE-14335,NO,1,34,38,30,23,26,32
GENE-14336,NO,1,0,0,0,0,0,0
GENE-14337,NO,1,0,0,0,0,0,0
GENE-14338,NO,1,9,9,11,7,9,15
GENE-14339,NO,1,0,2,4,1,0,0
GENE-14340,NO,1,0,0,0,0,0,0
GENE-14341,NO,1,0,0,0,0,0,0
GENE-14342,NO,1,0,0,0,0,0,0
GENE-14343,YES,1,0,0,0,0,0,0
GENE-14344,NO,1,0,0,0,0,0,0
GENE-14345,NO,1,0,0,0,0,0,0
GENE-14346,NO,1,0,1,1,0,0,0
GENE-14347,NO,1,3,4,1,2,4,3
GENE-14348,NO,1,0,0,0,0,0,0
GENE-14349,NO,1,0,0,0,0,0,0
GENE-14350,NO,1,0,0,0,0,0,0
GENE-14351,NO,1,0,0,0,0,0,0
GENE-14352,NO,1,0,0,0,0,0,0
GENE-14353,NO,1,0,0,0,0,0,0
GENE-14354,YES,1,0,0,0,0,0,0
GENE-14355,NO,1,0,0,0,0,0,0
GENE-14356,NO,1,0,0,0,0,0,0
GENE-14357,NO,1,0,0,0,0,0,0
GENE-14358,NO,1,17,15,14,12,10,23
GENE-14359,NO,1,0,0,0,0,0,0
GENE-14360,NO,1,3,2,3,3,2,2
GENE-14361,NO,1,468,420,387,391,367,363
GENE-14362,NO,1,0,0,0,0,0,0
GENE-14363,NO,1,0,0,0,0,0,0
GENE-14364,NO,1,3539,4433,4735,4407,4282,4195
GENE-14365,NO,1,0,0,0,0,0,0
GENE-14366,NO,1,0,0,0,0,0,0
GENE-14367,NO,1,0,0,0,0,0,0
GENE-14368,NO,1,0,0,0,0,0,0
GENE-14369,NO,1,0,0,0,0,0,0
GENE-14370,NO,1,213,241,245,370,279,175
GENE-14371,NO,1,0,0,0,0,0,0
GENE-14372,NO,1,674,744,824,891,577,834
GENE-14373,NO,1,0,0,0,0,0,0
GENE-14374,NO,1,0,0,0,0,0,0
GENE-14375,NO,1,0,0,0,0,0,0
GENE-14376,NO,1,0,0,0,0,0,0
GENE-14377,NO,1,0,0,0,0,0,0
GENE-14378,NO,1,11,7,11,9,13,9
GENE-14379,NO,1,0,0,0,1,0,0
GENE-14380,NO,1,0,0,0,0,0,0
GENE-14381,NO,1,0,0,0,0,0,0
GENE-14382,NO,1,0,0,0,0,0,0
GENE-14383,NO,1,0,0,0,0,0,0
GENE-14384,NO,1,93,113,105,112,106,131
GENE-14385,NO,1,0,0,0,0,0,0
GENE-14386,NO,1,0,0,0,0,0,0
GENE-14387,NO,1,0,0,0,0,0,0
GENE-14388,NO,1,716,728,697,669,650,629
GENE-14389,NO,1,127,267,272,166,190,131
GENE-14390,NO,1,0,0,0,0,0,0
GENE-14391,NO,1,0,4,3,5,4,8
GENE-14392,NO,1,469,374,421,581,488,516
GENE-14393,NO,1,25,34,36,23,37,21
GENE-14394,NO,1,0,0,0,0,0,0
GENE-14395,NO,1,27,26,15,13,19,11
GENE-14396,YES,1,0,0,0,0,0,0
GENE-14397,NO,1,0,0,0,0,0,0
GENE-14398,NO,1,0,0,0,0,0,0
GENE-14399,NO,1,897,1041,967,1105,1030,1244
GENE-14400,YES,1,0,0,0,0,0,0
GENE-14401,NO,1,0,4,0,3,3,1
GENE-14402,NO,1,3,4,5,4,2,3
GENE-14403,NO,1,0,0,0,0,0,0
GENE-14404,NO,1,1120,1026,873,1037,912,1251
GENE-14405,NO,1,0,0,0,0,0,0
GENE-14406,NO,1,515,622,759,525,786,688
GENE-14407,NO,1,0,0,0,0,0,0
GENE-14408,NO,1,0,0,0,0,0,0
GENE-14409,NO,1,0,0,0,0,0,0
GENE-14410,NO,1,7,0,0,0,0,0
GENE-14411,NO,1,0,0,0,0,0,0
GENE-14412,NO,1,0,0,0,0,0,0
GENE-14413,NO,1,0,1,0,0,0,0
GENE-14414,NO,1,0,0,0,0,0,0
GENE-14415,NO,1,0,0,0,0,0,0
GENE-14416,NO,1,0,0,0,0,0,0
GENE-14417,YES,1,0,0,0,0,0,0
GENE-14418,NO,1,0,0,0,0,0,0
GENE-14419,NO,1,116,83,44,76,83,66
GENE-14420,NO,1,0,0,0,0,0,0
GENE-14421,NO,1,0,0,0,0,0,0
GENE-14422,NO,1,0,0,0,0,0,0
GENE-14423,NO,1,23,18,14,27,29,16
GENE-14424,NO,1,0,0,0,0,0,0
GENE-14425,NO,1,0,0,0,0,0,0
GENE-14426,NO,1,0,0,0,0,0,0
GENE-14427,NO,1,0,0,0,0,0,0
GENE-14428,NO,1,39,52,54,55,51,53
GENE-14429,YES,1,0,0,0,0,0,0
GENE-14430,NO,1,234,201,209,200,184,231
GENE-14431,NO,1,0,0,0,0,0,0
GENE-14432,NO,1,0,0,0,0,0,0
GENE-14433,NO,1,0,0,0,0,0,0
GENE-14434,YES,1,0,0,0,1,1,0
GENE-14435,NO,1,0,0,0,0,0,0
GENE-14436,NO,1,0,0,0,0,0,0
GENE-14437,NO,1,0,0,0,0,0,0
GENE-14438,NO,1,49,42,33,48,55,54
GENE-14439,NO,1,909,518,875,893,975,702
GENE-14440,NO,1,0,0,0,0,0,0
GENE-14441,NO,1,119,115,103,116,97,102
GENE-14442,NO,1,0,0,0,0,0,0
GENE-14443,NO,1,0,0,0,0,0,0
GENE-14444,NO,1,809,495,448,708,489,454
GENE-14445,NO,1,0,0,0,0,0,0
GENE-14446,NO,1,41,32,24,26,34,19
GENE-14447,NO,1,0,0,0,0,0,0
GENE-14448,NO,1,0,0,0,0,0,0
GENE-14449,NO,1,0,0,0,0,0,0
GENE-14450,YES,1,0,0,0,0,0,0
GENE-14451,NO,1,0,0,0,0,0,0
GENE-14452,NO,1,0,0,0,0,0,0
GENE-14453,NO,1,0,0,0,0,0,0
GENE-14454,NO,1,0,0,0,0,0,0
GENE-14455,NO,1,3647,3347,3404,3656,4393,3675
GENE-14456,NO,1,0,0,0,0,0,0
GENE-14457,NO,1,1,4,5,3,4,1
GENE-14458,NO,1,0,0,0,0,0,0
GENE-14459,NO,1,0,0,0,0,0,0
GENE-14460,NO,1,0,0,0,0,0,0
GENE-14461,NO,1,0,0,0,0,0,0
GENE-14462,NO,1,537,1180,1290,1612,720,599
GENE-14463,NO,1,0,0,0,0,0,0
GENE-14464,NO,1,0,0,0,0,0,0
GENE-14465,NO,1,1,0,1,0,1,0
GENE-14466,NO,1,0,0,0,0,0,0
GENE-14467,NO,1,3769,4083,3959,4134,3872,4151
GENE-14468,NO,1,0,0,0,0,0,0
GENE-14469,NO,1,0,0,0,0,0,0
GENE-14470,NO,1,0,0,0,0,0,0
GENE-14471,NO,1,24,25,17,16,21,22
GENE-14472,NO,1,0,0,0,0,0,0
GENE-14473,NO,1,0,0,0,0,0,0
GENE-14474,NO,1,0,0,0,0,0,0
GENE-14475,NO,1,0,0,0,0,0,0
GENE-14476,NO,1,0,0,0,0,0,0
GENE-14477,NO,1,0,0,0,0,0,0
GENE-14478,NO,1,328,242,268,322,291,336
GENE-14479,NO,1,0,0,0,0,0,0
GENE-14480,NO,1,0,0,0,0,0,0
GENE-14481,NO,1,48,67,72,47,93,46
GENE-14482,NO,1,32,27,27,25,25,21
GENE-14483,NO,1,0,0,0,0,0,0
GENE-14484,NO,1,0,0,0,0,0,0
GENE-14485,NO,1,0,0,0,0,0,0
GENE-14486,NO,1,0,0,0,0,0,0
GENE-14487,NO,1,0,0,0,0,0,0
GENE-14488,NO,1,131,73,93,108,97,129
GENE-14489,NO,1,0,0,0,0,0,0
GENE-14490,NO,1,260,255,276,263,266,269
GENE-14491,NO,1,0,0,0,0,0,0
GENE-14492,NO,1,22,55,58,96,49,65
GENE-14493,NO,1,0,0,0,0,0,0
GENE-14494,NO,1,1,1,0,0,1,0
GENE-14495,NO,1,0,0,0,0,0,0
GENE-14496,NO,1,0,0,0,0,0,0
GENE-14497,NO,1,4,11,12,7,6,11
GENE-14498,NO,1,0,0,0,0,0,0
GENE-14499,NO,1,0,0,0,0,0,0
GENE-14500,NO,1,0,0,0,0,0,0
GENE-14501,NO,1,0,0,0,0,0,0
GENE-14502,NO,1,0,0,0,0,0,0
GENE-14503,NO,1,127,309,62,84,170,151
GENE-14504,NO,1,0,2,1,0,0,1
GENE-14505,NO,1,0,0,0,0,0,0
GENE-14506,NO,1,1,1,1,1,0,0
GENE-14507,NO,1,78,335,30,30,85,76
GENE-14508,NO,1,83,56,99,116,107,102
GENE-14509,NO,1,0,0,0,0,0,0
GENE-14510,NO,1,0,0,0,0,0,0
GENE-14511,NO,1,0,0,0,0,0,0
GENE-14512,NO,1,0,0,0,0,0,0
GENE-14513,NO,1,14,11,14,16,15,11
GENE-14514,NO,1,0,0,0,0,0,0
GENE-14515,NO,1,0,0,0,0,0,0
GENE-14516,NO,1,0,2,2,0,0,0
GENE-14517,NO,1,1992,1353,1217,1967,1402,2044
GENE-14518,NO,1,4,14,12,13,6,12
GENE-14519,NO,1,0,0,0,0,0,0
GENE-14520,NO,1,184,465,383,189,475,230
GENE-14521,NO,1,0,0,0,0,0,0
GENE-14522,NO,1,0,0,0,0,0,0
GENE-14523,NO,1,0,0,0,0,0,0
GENE-14524,NO,1,0,0,0,0,0,0
GENE-14525,NO,1,0,0,0,0,0,0
GENE-14526,NO,1,286,183,190,228,236,242
GENE-14527,YES,1,0,0,0,0,0,0
GENE-14528,NO,1,0,0,0,0,0,0
GENE-14529,NO,1,2,0,0,1,2,2
GENE-14530,NO,1,17,59,33,23,38,42
GENE-14531,NO,1,121,234,144,163,143,173
GENE-14532,NO,1,0,0,0,0,0,0
GENE-14533,NO,1,2,3,1,2,0,0
GENE-14534,NO,1,2,3,2,4,5,1
GENE-14535,NO,1,64,34,25,23,54,53
GENE-14536,NO,1,0,0,0,0,0,0
GENE-14537,NO,1,0,0,0,0,0,0
GENE-14538,NO,1,0,0,0,0,0,0
GENE-14539,NO,1,105,95,100,83,106,108
GENE-14540,NO,1,632,766,692,706,723,726
GENE-14541,NO,1,0,0,0,0,0,0
GENE-14542,NO,1,0,0,0,0,0,0
GENE-14543,YES,1,1,0,0,0,0,1
GENE-14544,NO,1,0,0,0,0,0,0
GENE-14545,NO,1,96,90,110,111,98,95
GENE-14546,NO,1,0,0,0,0,0,0
GENE-14547,NO,1,0,0,0,0,0,0
GENE-14548,NO,1,0,0,0,0,0,0
GENE-14549,NO,1,0,0,0,0,0,0
GENE-14550,NO,1,0,0,0,0,0,0
GENE-14551,NO,1,314,232,250,206,304,299
GENE-14552,NO,1,0,0,0,0,0,0
GENE-14553,NO,1,0,0,0,0,0,0
GENE-14554,NO,1,0,0,0,0,0,0
GENE-14555,NO,1,0,0,0,0,0,0
GENE-14556,NO,1,16,13,20,14,17,14
GENE-14557,NO,1,0,0,0,0,0,0
GENE-14558,NO,1,0,0,0,1,0,0
GENE-14559,NO,1,0,0,0,0,0,0
GENE-14560,NO,1,0,0,0,0,0,0
GENE-14561,NO,1,0,0,0,0,0,0
GENE-14562,NO,1,0,0,0,0,0,0
GENE-14563,NO,1,45,42,54,30,41,24
GENE-14564,NO,1,56,65,50,71,68,50
GENE-14565,YES,1,2,1,0,1,1,1
GENE-14566,NO,1,253,283,438,441,333,370
GENE-14567,NO,1,0,0,0,0,0,0
GENE-14568,NO,1,173,550,196,371,429,452
GENE-14569,NO,1,0,0,0,0,0,0
GENE-14570,NO,1,238,200,318,333,205,194
GENE-14571,NO,1,0,0,0,0,0,0
GENE-14572,NO,1,0,0,0,0,0,0
GENE-14573,NO,1,0,0,0,0,0,0
GENE-14574,NO,1,0,0,0,0,0,0
GENE-14575,NO,1,372,207,232,305,233,273
GENE-14576,NO,1,0,0,0,0,0,0
GENE-14577,NO,1,269,219,251,247,287,232
GENE-14578,NO,1,69,63,43,40,67,50
GENE-14579,NO,1,0,0,0,0,0,0
GENE-14580,NO,1,0,0,0,0,0,0
GENE-14581,NO,1,0,0,0,0,0,0
GENE-14582,NO,1,0,0,0,0,0,0
GENE-14583,NO,1,0,0,0,0,0,0
GENE-14584,NO,1,0,0,0,0,0,0
GENE-14585,NO,1,1175,1630,1366,1428,1462,1457
GENE-14586,NO,1,0,0,0,0,0,0
GENE-14587,NO,1,0,0,0,0,0,0
GENE-14588,NO,1,0,0,0,0,0,0
GENE-14589,NO,1,531,396,431,224,424,321
GENE-14590,NO,1,0,0,0,0,0,0
GENE-14591,NO,1,0,0,0,0,0,0
GENE-14592,NO,1,0,0,0,0,0,0
GENE-14593,NO,1,2,3,2,2,1,0
GENE-14594,NO,1,0,0,0,0,0,0
GENE-14595,NO,1,0,0,0,0,0,0
GENE-14596,NO,1,0,0,0,0,0,0
GENE-14597,NO,1,0,0,0,0,0,0
GENE-14598,NO,1,0,0,0,0,0,0
GENE-14599,NO,1,0,0,0,0,0,0
GENE-14600,NO,1,0,0,0,0,0,0
GENE-14601,NO,1,15,30,17,27,24,12
GENE-14602,NO,1,0,0,0,0,0,0
GENE-14603,NO,1,11,12,5,10,8,5
GENE-14604,NO,1,19,11,14,12,14,12
GENE-14605,NO,1,7,2,10,6,9,4
GENE-14606,NO,1,98,134,107,84,80,97
GENE-14607,NO,1,0,2,0,0,1,2
GENE-14608,NO,1,0,0,0,0,0,0
GENE-14609,NO,1,0,0,0,0,0,0
GENE-14610,NO,1,0,0,0,0,0,0
GENE-14611,NO,1,0,0,0,0,0,0
GENE-14612,NO,1,0,0,0,0,0,0
GENE-14613,NO,1,75,64,81,59,69,50
GENE-14614,YES,1,1,1,0,0,0,0
GENE-14615,NO,1,0,0,0,0,0,0
GENE-14616,YES,1,0,0,0,0,0,0
GENE-14617,NO,1,0,0,0,0,0,0
GENE-14618,NO,1,0,0,0,0,0,0
GENE-14620,NO,1,0,0,0,0,0,0
GENE-14621,NO,1,237,253,273,322,316,225
GENE-14622,NO,1,0,0,0,0,0,0
GENE-14623,YES,1,0,0,0,0,0,0
GENE-14624,YES,1,0,0,0,0,0,0
GENE-14625,NO,1,2,15,3,9,15,8
GENE-14626,NO,1,0,0,0,0,0,0
GENE-14627,NO,1,0,0,0,0,0,0
GENE-14628,NO,1,0,0,0,0,0,0
GENE-14629,NO,1,25,21,28,19,18,17
GENE-14630,NO,1,221,224,220,263,195,234
GENE-14631,NO,1,48,31,54,35,79,53
GENE-14632,NO,1,0,0,0,0,0,0
GENE-14633,NO,1,190,264,209,190,142,230
GENE-14634,NO,1,8,5,1,7,7,8
GENE-14635,NO,1,0,1,0,1,0,0
GENE-14636,NO,1,0,0,0,0,0,0
GENE-14637,NO,1,0,0,0,0,0,0
GENE-14638,NO,1,18,13,15,25,19,22
GENE-14639,YES,1,0,0,0,0,0,0
GENE-14640,NO,1,0,0,0,0,0,0
GENE-14641,NO,1,0,0,0,0,0,0
GENE-14642,NO,1,0,0,0,0,0,0
GENE-14643,NO,1,0,0,0,0,0,0
GENE-14644,NO,1,0,0,0,0,0,0
GENE-14645,NO,1,0,1,0,0,0,0
GENE-14646,NO,1,0,0,0,0,0,0
GENE-14647,NO,1,0,0,0,0,0,0
GENE-14648,NO,1,611,665,888,647,679,719
GENE-14649,NO,1,90,77,82,73,89,77
GENE-14650,YES,1,0,0,0,0,0,0
GENE-14651,NO,1,0,0,0,0,0,0
GENE-14652,NO,1,0,0,0,0,0,0
GENE-14653,NO,1,0,0,0,0,0,0
GENE-14654,NO,1,0,0,0,0,0,0
GENE-14655,NO,1,0,0,0,0,0,0
GENE-14656,NO,1,740,660,470,764,696,793
GENE-14657,NO,1,0,0,0,0,0,0
GENE-14658,NO,1,0,0,0,0,0,0
GENE-14659,NO,1,0,0,0,0,0,0
GENE-14660,NO,1,0,0,0,0,0,0
GENE-14661,NO,1,0,0,0,0,0,0
GENE-14662,NO,1,0,0,0,0,0,0
GENE-14663,NO,1,23,30,28,28,39,21
GENE-14664,NO,1,0,0,0,0,0,0
GENE-14665,NO,1,10,45,218,3,98,27
GENE-14666,NO,1,0,0,0,0,0,0
GENE-14667,NO,1,513,503,423,491,619,466
GENE-14668,NO,1,6,24,14,27,15,22
GENE-14669,NO,1,0,0,0,0,0,0
GENE-14670,NO,1,0,0,0,0,0,0
GENE-14671,NO,1,0,0,0,0,0,0
GENE-14672,NO,1,6,1,2,4,3,4
GENE-14673,NO,1,0,0,0,0,0,0
GENE-14674,NO,1,0,0,0,0,1,0
GENE-14675,NO,1,0,0,1,0,1,0
GENE-14676,NO,1,0,0,0,0,0,0
GENE-14677,NO,1,72,63,59,53,64,54
GENE-14678,NO,1,22,23,34,24,15,15
GENE-14679,NO,1,26,25,20,17,22,13
GENE-14680,NO,1,17,12,15,18,15,9
GENE-14681,NO,1,0,0,0,0,0,0
GENE-14682,NO,1,24,15,17,19,10,18
GENE-14683,NO,1,0,0,0,0,0,0
GENE-14684,NO,1,0,0,0,0,0,0
GENE-14685,NO,1,9,3,1,5,5,7
GENE-14686,NO,1,0,0,0,0,0,0
GENE-14687,NO,1,0,0,0,0,0,0
