name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-4970,NO,114,58,56,0.958,-0.1,7.5e-01,1.0e+00,0.9628,3567,54,68,52,60,56,52
GENE-4568,NO,375.7,184.7,191,1.034,0,7.5e-01,1.0e+00,0.9628,3568,172,184,198,177,207,189
GENE-11098,NO,1324.3,651.7,672.7,1.032,0,7.5e-01,1.0e+00,0.9628,3569,629,697,629,707,606,705
GENE-16537,NO,2934,1417,1517,1.071,0.1,7.5e-01,1.0e+00,0.9628,3570,1602,1586,1063,1271,1099,2181
GENE-3071,NO,62,29,33,1.129,0.2,7.5e-01,1.0e+00,0.9628,3571,14,47,26,28,18,53
GENE-9784,NO,910.7,446.7,464,1.039,0.1,7.5e-01,1.0e+00,0.9628,3572,462,401,477,388,532,472
GENE-2430,NO,29,13.7,15.3,1.113,0.2,7.5e-01,1.0e+00,0.9628,3573,22,14,5,16,14,16
GENE-12582,NO,63.3,28.7,34.7,1.201,0.3,7.5e-01,1.0e+00,0.9628,3574,14,7,65,60,24,20
GENE-2075,NO,246.3,125.7,120.7,0.958,-0.1,7.5e-01,1.0e+00,0.9628,3575,121,153,103,127,114,121
GENE-18558,NO,22.3,10.7,11.7,1.085,0.1,7.5e-01,1.0e+00,0.9628,3576,9,7,16,12,10,13
GENE-2256,NO,634,329.3,304.7,0.925,-0.1,7.5e-01,1.0e+00,0.9628,3577,379,329,280,156,368,390
GENE-8826,NO,1818,888.7,929.3,1.046,0.1,7.5e-01,1.0e+00,0.9628,3578,678,992,996,823,905,1060
GENE-7138,NO,3201.3,1632.3,1569,0.961,-0.1,7.5e-01,1.0e+00,0.9628,3579,1882,1450,1565,1695,1705,1307
GENE-5451,NO,256,130.7,125.3,0.957,-0.1,7.5e-01,1.0e+00,0.9628,3580,145,146,101,127,115,134
GENE-12746,NO,65.7,34,31.7,0.925,-0.1,7.5e-01,1.0e+00,0.9628,3580,51,24,27,29,40,26
GENE-1978,NO,422.3,204,218.3,1.069,0.1,7.5e-01,1.0e+00,0.9628,3581,212,235,165,316,184,155
GENE-14130,NO,198,95,103,1.079,0.1,7.5e-01,1.0e+00,0.9628,3582,74,145,66,128,84,97
GENE-1069,NO,32.3,15,17.3,1.145,0.2,7.5e-01,1.0e+00,0.9628,3583,22,17,6,16,29,7
GENE-16113,NO,212.3,108.7,103.7,0.953,-0.1,7.5e-01,1.0e+00,0.9628,3584,87,105,134,89,107,115
GENE-5481,NO,1068,505.3,562.7,1.113,0.2,7.5e-01,1.0e+00,0.9628,3585,784,255,477,319,840,529
GENE-18190,NO,19,9,10,1.102,0.1,7.5e-01,1.0e+00,0.9628,3586,8,7,12,5,11,14
GENE-872,NO,23,11,12,1.082,0.1,7.5e-01,1.0e+00,0.9628,3587,10,13,10,14,15,7
GENE-13642,NO,12269,6294,5975,0.949,-0.1,7.5e-01,1.0e+00,0.9628,3588,7249,6909,4724,6819,6554,4552
GENE-19662,NO,47.7,24.3,23.3,0.952,-0.1,7.5e-01,1.0e+00,0.9628,3589,25,27,21,20,26,24
GENE-3561,NO,503.3,261,242.3,0.928,-0.1,7.6e-01,1.0e+00,0.9628,3590,230,363,190,312,153,262
GENE-6856,NO,797.3,409.7,387.7,0.946,-0.1,7.6e-01,1.0e+00,0.9628,3591,343,443,443,265,488,410
GENE-9324,NO,291.7,143.3,148.3,1.032,0,7.6e-01,1.0e+00,0.9628,3592,133,149,148,146,145,154
GENE-4927,NO,24,13.7,10.3,0.754,-0.4,7.6e-01,1.0e+00,0.9628,3593,30,0,11,24,0,7
GENE-12341,NO,44.3,22.7,21.7,0.949,-0.1,7.6e-01,1.0e+00,0.9628,3594,25,25,18,24,22,19
GENE-6155,YES,2513.7,1238.3,1275.3,1.03,0,7.6e-01,1.0e+00,0.9628,3595,1343,1224,1148,1258,1330,1238
GENE-7299,NO,1597.3,815.3,782,0.959,-0.1,7.6e-01,1.0e+00,0.9628,3596,858,799,789,886,868,592
GENE-7232,NO,35,18,17,0.938,-0.1,7.6e-01,1.0e+00,0.9628,3597,16,14,24,15,16,20
GENE-3267,NO,134.7,65,69.7,1.064,0.1,7.6e-01,1.0e+00,0.9628,3598,61,66,68,43,88,78
GENE-10312,NO,545.7,265,280.7,1.061,0.1,7.6e-01,1.0e+00,0.9628,3599,288,207,300,291,359,192
GENE-16723,NO,3411.7,1730.7,1681,0.971,0,7.6e-01,1.0e+00,0.9628,3600,1733,1678,1781,1825,1671,1547
GENE-18923,NO,1475.3,724,751.3,1.038,0.1,7.6e-01,1.0e+00,0.9628,3601,835,753,584,750,757,747
GENE-14704,NO,169.3,77.7,91.7,1.176,0.2,7.6e-01,1.0e+00,0.9628,3602,158,53,22,59,160,56
GENE-5909,NO,114,55.7,58.3,1.04,0.1,7.6e-01,1.0e+00,0.9628,3603,63,48,56,55,61,59
GENE-8988,NO,1487,729,758,1.04,0.1,7.6e-01,1.0e+00,0.9628,3604,642,824,721,652,734,888
GENE-9412,NO,105.7,51.3,54.3,1.05,0.1,7.6e-01,1.0e+00,0.9628,3605,45,66,43,56,51,56
GENE-6500,NO,1610.3,780.3,830,1.064,0.1,7.6e-01,1.0e+00,0.963,3607,809,743,789,878,1112,500
GENE-13155,NO,164,83.3,80.7,0.965,-0.1,7.6e-01,1.0e+00,0.9633,3609,81,86,83,91,74,77
GENE-1239,NO,410.3,201.7,208.7,1.034,0,7.6e-01,1.0e+00,0.9638,3612,215,177,213,200,224,202
GENE-14829,NO,253.3,129.3,124,0.957,-0.1,7.6e-01,1.0e+00,0.964,3613,136,128,124,103,157,112
GENE-9198,NO,361,184,177,0.962,-0.1,7.6e-01,1.0e+00,0.964,3614,155,177,220,175,170,186
GENE-17911,NO,43.3,22.3,21,0.934,-0.1,7.6e-01,1.0e+00,0.964,3615,24,17,26,27,14,22
GENE-2127,NO,303.3,155,148.3,0.955,-0.1,7.6e-01,1.0e+00,0.964,3616,185,117,163,156,129,160
GENE-3283,NO,95,46.3,48.7,1.043,0.1,7.6e-01,1.0e+00,0.964,3617,53,38,48,51,47,48
GENE-16360,NO,329.7,169.3,160.3,0.944,-0.1,7.6e-01,1.0e+00,0.964,3618,208,164,136,133,217,131
GENE-10289,NO,270.7,137.7,133,0.964,-0.1,7.6e-01,1.0e+00,0.964,3619,121,160,132,144,123,132
GENE-1792,NO,26.7,14,12.7,0.9,-0.2,7.6e-01,1.0e+00,0.964,3620,11,8,23,16,7,15
GENE-15349,NO,154.7,78.7,76,0.963,-0.1,7.6e-01,1.0e+00,0.964,3621,87,80,69,82,77,69
GENE-11797,NO,40.7,19.7,21,1.059,0.1,7.6e-01,1.0e+00,0.964,3622,16,26,17,19,23,21
GENE-13266,NO,4946,2429.3,2516.7,1.036,0.1,7.6e-01,1.0e+00,0.964,3623,2226,2541,2521,2324,2238,2988
GENE-1325,NO,24.3,12.7,11.7,0.915,-0.1,7.6e-01,1.0e+00,0.964,3624,17,11,10,15,6,14
GENE-12627,NO,45,23,22,0.95,-0.1,7.6e-01,1.0e+00,0.964,3624,28,19,22,21,25,20
GENE-7962,NO,1877.7,907.3,970.3,1.07,0.1,7.6e-01,1.0e+00,0.964,3625,1035,913,774,741,697,1473
GENE-16493,NO,326,165.7,160.3,0.967,0,7.6e-01,1.0e+00,0.964,3626,147,185,165,167,148,166
GENE-2375,NO,206,81,125,1.545,0.6,7.6e-01,1.0e+00,0.964,3627,0,243,0,40,0,335
GENE-14811,NO,51.3,24.7,26.7,1.073,0.1,7.6e-01,1.0e+00,0.964,3628,33,15,26,33,23,24
GENE-2839,NO,505,248.3,256.7,1.034,0,7.6e-01,1.0e+00,0.964,3629,230,251,264,245,231,294
GENE-9307,NO,35.7,18.3,17.3,0.939,-0.1,7.6e-01,1.0e+00,0.964,3630,20,16,19,14,24,14
GENE-3435,NO,223.7,108.7,115,1.054,0.1,7.6e-01,1.0e+00,0.964,3631,128,92,106,120,83,142
GENE-10868,NO,159.7,78.3,81.3,1.035,0,7.6e-01,1.0e+00,0.964,3632,80,76,79,77,76,91
GENE-4531,NO,231.3,109,122.3,1.12,0.2,7.6e-01,1.0e+00,0.964,3633,121,160,46,182,62,123
GENE-18652,NO,228.3,118,110.3,0.933,-0.1,7.6e-01,1.0e+00,0.964,3634,112,125,117,67,165,99
GENE-5450,NO,258,126,132,1.045,0.1,7.6e-01,1.0e+00,0.964,3635,105,122,151,125,156,115
GENE-9813,NO,259.7,125.7,134,1.063,0.1,7.6e-01,1.0e+00,0.964,3636,90,173,114,139,159,104
GENE-5269,NO,287,145.7,141.3,0.968,0,7.6e-01,1.0e+00,0.964,3637,130,158,149,147,131,146
GENE-5214,NO,277.3,136.3,141,1.032,0,7.6e-01,1.0e+00,0.964,3638,133,132,144,130,146,147
GENE-13570,NO,7028,3441,3587,1.042,0.1,7.6e-01,1.0e+00,0.964,3639,2589,3834,3900,3692,3232,3837
GENE-5274,NO,102.3,52.3,50,0.949,-0.1,7.6e-01,1.0e+00,0.964,3640,47,49,61,54,36,60
GENE-9211,NO,102.7,50,52.7,1.046,0.1,7.7e-01,1.0e+00,0.964,3641,54,46,50,44,49,65
GENE-7352,NO,410.7,211.7,199,0.941,-0.1,7.7e-01,1.0e+00,0.964,3642,145,181,309,201,187,209
GENE-18744,NO,52.3,25.3,27,1.058,0.1,7.7e-01,1.0e+00,0.964,3643,22,21,33,22,31,28
GENE-9173,NO,705.3,345,360.3,1.045,0.1,7.7e-01,1.0e+00,0.964,3644,260,341,434,346,355,380
GENE-19131,NO,1151,567.3,583.7,1.028,0,7.7e-01,1.0e+00,0.964,3645,579,553,570,571,635,545
GENE-14406,NO,1298,634.3,663.7,1.047,0.1,7.7e-01,1.0e+00,0.964,3646,516,626,761,523,782,686
GENE-11007,NO,3489,1772.7,1716.3,0.968,0,7.7e-01,1.0e+00,0.964,3647,1575,1801,1942,1825,1818,1506
GENE-14585,NO,2839.7,1396,1443.7,1.034,0,7.7e-01,1.0e+00,0.964,3648,1178,1641,1369,1423,1455,1453
GENE-18691,NO,81,41.3,39.7,0.953,-0.1,7.7e-01,1.0e+00,0.964,3649,48,43,33,40,46,33
GENE-61,NO,2779.7,1364,1415.7,1.038,0.1,7.7e-01,1.0e+00,0.964,3650,1064,1541,1487,1424,1456,1367
GENE-17696,NO,438.7,224.7,214,0.951,-0.1,7.7e-01,1.0e+00,0.964,3651,226,195,253,249,244,149
GENE-17871,NO,1212.3,617,595.3,0.965,-0.1,7.7e-01,1.0e+00,0.964,3651,558,719,574,665,524,597
GENE-3976,NO,5063,2489.7,2573.3,1.033,0,7.7e-01,1.0e+00,0.964,3652,2507,2412,2550,2337,3049,2334
GENE-351,NO,773,380.7,392.3,1.031,0,7.7e-01,1.0e+00,0.964,3653,360,394,388,362,371,444
GENE-8188,NO,35,16.7,18.3,1.091,0.1,7.7e-01,1.0e+00,0.964,3654,15,23,12,19,26,10
GENE-9578,NO,130,63.7,66.3,1.034,0,7.7e-01,1.0e+00,0.964,3655,69,60,62,64,65,70
GENE-12830,NO,325.7,160,165.7,1.034,0,7.7e-01,1.0e+00,0.964,3656,158,175,147,161,150,186
GENE-4587,NO,935.3,475.7,459.7,0.966,0,7.7e-01,1.0e+00,0.964,3657,522,461,444,391,527,461
GENE-16690,NO,26.3,13.7,12.7,0.921,-0.1,7.7e-01,1.0e+00,0.964,3658,20,10,11,16,14,8
GENE-15237,NO,55.3,28.7,26.7,0.924,-0.1,7.7e-01,1.0e+00,0.964,3659,39,21,26,32,15,33
GENE-13013,NO,2102.7,1072.7,1030,0.96,-0.1,7.7e-01,1.0e+00,0.964,3660,812,1264,1142,1073,945,1072
GENE-4527,NO,1050.7,535.3,515.3,0.962,-0.1,7.7e-01,1.0e+00,0.964,3661,573,461,572,626,464,456
GENE-6837,NO,55.3,28.3,27,0.947,-0.1,7.7e-01,1.0e+00,0.964,3662,26,24,35,25,22,34
GENE-15892,NO,3545.7,1809.3,1736.3,0.96,-0.1,7.7e-01,1.0e+00,0.964,3663,1390,2188,1850,1691,1925,1593
GENE-18356,NO,757.3,388.3,369,0.95,-0.1,7.7e-01,1.0e+00,0.964,3664,280,454,431,344,456,307
GENE-12882,NO,38.3,18.3,20,1.082,0.1,7.7e-01,1.0e+00,0.964,3665,22,23,10,26,15,19
GENE-10266,NO,849,418.7,430.3,1.028,0,7.7e-01,1.0e+00,0.964,3666,400,426,430,446,401,444
GENE-12299,NO,6605.3,3239,3366.3,1.039,0.1,7.7e-01,1.0e+00,0.964,3667,2745,3325,3647,3007,4053,3039
GENE-19875,NO,92,47,45,0.951,-0.1,7.7e-01,1.0e+00,0.9641,3668,55,50,36,40,40,55
GENE-4069,NO,1817,896.7,920.3,1.026,0,7.7e-01,1.0e+00,0.9643,3670,893,912,885,923,967,871
GENE-18116,NO,74.7,38,36.7,0.958,-0.1,7.7e-01,1.0e+00,0.9643,3671,32,43,39,38,32,40
GENE-19102,NO,328.7,158.7,170,1.07,0.1,7.7e-01,1.0e+00,0.9643,3672,137,159,180,92,209,209
GENE-15804,NO,858.3,423.3,435,1.027,0,7.7e-01,1.0e+00,0.9643,3673,456,408,406,438,427,440
GENE-244,NO,153.3,73.3,80,1.088,0.1,7.7e-01,1.0e+00,0.9643,3674,39,94,87,71,54,115
GENE-8947,NO,233,112.7,120.3,1.066,0.1,7.7e-01,1.0e+00,0.9643,3675,150,103,85,96,167,98
GENE-891,NO,1123.3,569.3,554,0.973,0,7.7e-01,1.0e+00,0.9643,3676,523,594,591,558,545,559
GENE-5893,NO,87.3,42.3,45,1.055,0.1,7.7e-01,1.0e+00,0.9649,3679,43,51,33,34,47,54
GENE-930,NO,2680,1299,1381,1.063,0.1,7.7e-01,1.0e+00,0.9649,3680,1380,1399,1118,1980,1286,877
GENE-7183,NO,840.7,404.3,436.3,1.079,0.1,7.7e-01,1.0e+00,0.9649,3681,231,407,575,335,372,602
GENE-16701,NO,24.3,11.3,13,1.137,0.2,7.7e-01,1.0e+00,0.9654,3684,6,7,21,5,19,15
GENE-15488,NO,278.3,145,133.3,0.917,-0.1,7.7e-01,1.0e+00,0.9654,3685,141,180,114,64,215,121
GENE-11464,NO,116.7,56.7,60,1.051,0.1,7.8e-01,1.0e+00,0.9654,3686,74,47,49,69,61,50
GENE-7943,NO,712,351,361,1.029,0,7.8e-01,1.0e+00,0.9654,3687,334,333,386,339,371,373
GENE-8987,NO,1211,592.7,618.3,1.043,0.1,7.8e-01,1.0e+00,0.9654,3688,563,679,536,761,477,617
GENE-19462,NO,1974.3,971,1003.3,1.033,0,7.8e-01,1.0e+00,0.9654,3689,890,1003,1020,982,864,1164
GENE-14630,NO,452,222.3,229.7,1.033,0,7.8e-01,1.0e+00,0.9654,3690,221,226,220,262,194,233
GENE-3145,NO,4302,2253.3,2048.7,0.909,-0.1,7.8e-01,1.0e+00,0.9654,3691,1053,2957,2750,1311,1657,3178
GENE-7712,NO,186.7,95,91.7,0.965,-0.1,7.8e-01,1.0e+00,0.9654,3692,90,102,93,83,108,84
GENE-533,NO,70.3,34.3,36,1.041,0.1,7.8e-01,1.0e+00,0.9654,3693,32,33,38,31,37,40
GENE-8232,NO,42,20,22,1.092,0.1,7.8e-01,1.0e+00,0.9654,3693,14,18,28,11,24,31
GENE-16922,NO,41,21,20,0.946,-0.1,7.8e-01,1.0e+00,0.9654,3694,28,18,17,23,19,18
GENE-1447,NO,55.3,28.7,26.7,0.924,-0.1,7.8e-01,1.0e+00,0.9654,3695,41,29,16,36,20,24
GENE-5678,NO,901,442.7,458.3,1.036,0.1,7.8e-01,1.0e+00,0.9654,3696,414,414,500,384,524,467
GENE-10240,NO,14.3,6.7,7.7,1.138,0.2,7.8e-01,1.0e+00,0.9654,3697,2,11,7,10,10,3
GENE-12470,NO,110.3,53.3,57,1.061,0.1,7.8e-01,1.0e+00,0.9654,3698,72,34,54,50,67,54
GENE-14740,NO,190.3,97.7,92.7,0.945,-0.1,7.8e-01,1.0e+00,0.9654,3699,71,143,79,95,93,90
GENE-7613,NO,763.7,376.3,387.3,1.03,0,7.8e-01,1.0e+00,0.9654,3700,385,392,352,353,373,436
GENE-15569,NO,222.7,113,109.7,0.969,0,7.8e-01,1.0e+00,0.9654,3701,107,109,123,107,119,103
GENE-7370,NO,34,17.3,16.7,0.955,-0.1,7.8e-01,1.0e+00,0.9654,3702,18,16,18,19,14,17
GENE-568,NO,48.7,23.3,25.3,1.078,0.1,7.8e-01,1.0e+00,0.9654,3703,21,13,36,22,25,29
GENE-15287,NO,757.3,389,368.3,0.947,-0.1,7.8e-01,1.0e+00,0.9654,3704,496,312,359,252,453,400
GENE-8113,NO,24.3,12.7,11.7,0.915,-0.1,7.8e-01,1.0e+00,0.9654,3705,13,12,13,6,9,20
GENE-16191,NO,1218,630.7,587.3,0.931,-0.1,7.8e-01,1.0e+00,0.9654,3706,450,906,536,575,810,377
GENE-16766,NO,4128,2089,2039,0.976,0,7.8e-01,1.0e+00,0.9654,3707,2058,2146,2063,1970,2089,2058
GENE-13511,NO,87.3,44.7,42.7,0.948,-0.1,7.8e-01,1.0e+00,0.9654,3708,42,42,50,28,49,51
GENE-12922,NO,97.3,47.3,50,1.049,0.1,7.8e-01,1.0e+00,0.9654,3709,56,36,50,40,56,54
GENE-9444,NO,627,317.7,309.3,0.975,0,7.8e-01,1.0e+00,0.9654,3710,302,331,320,308,306,314
GENE-11052,NO,69.3,33.7,35.7,1.052,0.1,7.8e-01,1.0e+00,0.9654,3711,35,26,40,44,34,29
GENE-11929,NO,687,371.3,315.7,0.85,-0.2,7.8e-01,1.0e+00,0.9654,3712,351,359,404,27,399,521
GENE-3821,NO,547.7,269,278.7,1.037,0.1,7.8e-01,1.0e+00,0.9654,3713,273,287,247,303,315,218
GENE-7700,NO,2936.7,1429,1507.7,1.055,0.1,7.8e-01,1.0e+00,0.9654,3714,1563,1182,1542,1467,2048,1008
GENE-7127,NO,190.3,93.3,97,1.039,0.1,7.8e-01,1.0e+00,0.9654,3715,81,108,91,82,99,110
GENE-839,NO,25,13,12,0.918,-0.1,7.8e-01,1.0e+00,0.9654,3716,12,6,21,12,12,12
GENE-4826,NO,87.3,46,41.3,0.892,-0.2,7.8e-01,1.0e+00,0.9654,3717,26,39,73,71,37,16
GENE-1936,NO,4594.7,2260.3,2334.3,1.033,0,7.8e-01,1.0e+00,0.9654,3718,1902,2226,2653,2482,2214,2307
GENE-6542,NO,332,169.3,162.7,0.959,-0.1,7.8e-01,1.0e+00,0.9654,3719,197,185,126,177,144,167
GENE-5658,NO,2335,1153,1182,1.025,0,7.8e-01,1.0e+00,0.9654,3720,1149,1100,1210,1163,1158,1225
GENE-12748,NO,608,297,311,1.048,0.1,7.8e-01,1.0e+00,0.9654,3721,382,226,283,333,248,352
GENE-10614,NO,718.7,338,380.7,1.126,0.2,7.8e-01,1.0e+00,0.9654,3721,444,451,119,482,149,511
GENE-3928,NO,114.3,56,58.3,1.034,0,7.8e-01,1.0e+00,0.9654,3722,57,54,57,53,56,66
GENE-16340,NO,110.7,53.3,57.3,1.067,0.1,7.8e-01,1.0e+00,0.9654,3723,77,36,47,66,65,41
GENE-16317,NO,304.7,156.7,148,0.944,-0.1,7.8e-01,1.0e+00,0.9654,3724,126,181,163,91,165,188
GENE-18911,NO,3853.3,1952.7,1900.7,0.973,0,7.8e-01,1.0e+00,0.9654,3725,1968,2065,1825,2019,1702,1981
GENE-464,NO,699,340,359,1.057,0.1,7.8e-01,1.0e+00,0.9654,3726,342,327,351,336,512,229
GENE-10701,NO,529,260.7,268.3,1.03,0,7.8e-01,1.0e+00,0.9654,3727,286,266,230,250,270,285
GENE-6590,NO,1274.3,646.3,628,0.971,0,7.8e-01,1.0e+00,0.9654,3728,640,610,689,543,651,690
GENE-15257,NO,319.7,162,157.7,0.972,0,7.9e-01,1.0e+00,0.9654,3729,173,164,149,163,160,150
GENE-13598,NO,23,12,11,0.911,-0.1,7.9e-01,1.0e+00,0.9654,3730,16,6,14,6,16,11
GENE-13722,NO,727.3,350,377.3,1.079,0.1,7.9e-01,1.0e+00,0.9654,3731,356,236,458,218,576,338
GENE-5148,NO,1424,724,700,0.967,0,7.9e-01,1.0e+00,0.9654,3732,726,790,656,818,695,587
GENE-3830,NO,276.3,142.3,134,0.94,-0.1,7.9e-01,1.0e+00,0.9654,3733,156,89,182,112,112,178
GENE-16031,NO,115,60,55,0.911,-0.1,7.9e-01,1.0e+00,0.9654,3734,37,62,81,60,23,82
GENE-17549,NO,94.3,48,46.3,0.958,-0.1,7.9e-01,1.0e+00,0.9654,3735,57,49,38,48,51,40
GENE-16059,NO,919.3,470.7,448.7,0.953,-0.1,7.9e-01,1.0e+00,0.9654,3736,454,358,600,479,342,525
GENE-5632,NO,212,102.7,109.3,1.06,0.1,7.9e-01,1.0e+00,0.9654,3737,85,142,81,144,99,85
GENE-12164,NO,46.7,24,22.7,0.937,-0.1,7.9e-01,1.0e+00,0.9654,3738,16,32,24,16,27,25
GENE-958,NO,7409.7,3800.7,3609,0.95,-0.1,7.9e-01,1.0e+00,0.9654,3739,3897,2527,4978,3226,4355,3246
GENE-10568,NO,1721,827,894,1.081,0.1,7.9e-01,1.0e+00,0.9654,3740,1159,500,822,875,524,1283
GENE-1091,NO,45.7,23.7,22,0.924,-0.1,7.9e-01,1.0e+00,0.9654,3741,34,15,22,20,14,32
GENE-1337,NO,1354.7,689.3,665.3,0.965,-0.1,7.9e-01,1.0e+00,0.9654,3742,807,534,727,693,680,623
GENE-16901,NO,762.7,387.7,375,0.968,0,7.9e-01,1.0e+00,0.9654,3743,443,373,347,403,403,319
GENE-4608,NO,188.3,96.3,92,0.955,-0.1,7.9e-01,1.0e+00,0.9654,3744,122,78,89,79,112,85
GENE-17319,NO,95.7,46.3,49.3,1.057,0.1,7.9e-01,1.0e+00,0.9654,3745,44,34,61,39,63,46
GENE-17651,NO,1118.3,551,567.3,1.03,0,7.9e-01,1.0e+00,0.9654,3746,580,555,518,516,525,661
GENE-10554,NO,5266,2673.3,2592.7,0.97,0,7.9e-01,1.0e+00,0.9654,3747,2537,3118,2365,2401,2547,2830
GENE-12148,NO,32.7,15.7,17,1.077,0.1,7.9e-01,1.0e+00,0.9654,3748,22,15,10,11,22,18
GENE-7820,NO,43,22,21,0.948,-0.1,7.9e-01,1.0e+00,0.9654,3749,15,24,27,19,24,20
GENE-13733,NO,187.7,91.7,96,1.044,0.1,7.9e-01,1.0e+00,0.9654,3749,101,67,107,96,107,85
GENE-7096,NO,171,88,83,0.937,-0.1,7.9e-01,1.0e+00,0.9654,3750,106,45,113,85,90,74
GENE-8948,NO,252.3,122,130.3,1.066,0.1,7.9e-01,1.0e+00,0.9654,3751,89,125,152,112,88,191
GENE-9391,NO,381.7,179.7,202,1.125,0.2,7.9e-01,1.0e+00,0.9654,3752,285,48,206,183,119,304
GENE-9853,NO,3124,1625.3,1498.7,0.922,-0.1,7.9e-01,1.0e+00,0.9654,3753,2416,1495,965,1375,2235,886
GENE-13961,NO,26,13.3,12.7,0.944,-0.1,7.9e-01,1.0e+00,0.9654,3754,17,12,11,12,10,16
GENE-8453,NO,1040,508,532,1.047,0.1,7.9e-01,1.0e+00,0.9654,3755,397,581,546,462,699,435
GENE-12015,NO,771,378,393,1.041,0.1,7.9e-01,1.0e+00,0.9654,3756,367,412,355,502,297,380
GENE-16223,NO,25,13,12,0.917,-0.1,7.9e-01,1.0e+00,0.9654,3757,10,13,16,18,5,13
GENE-829,NO,777,393.7,383.3,0.974,0,7.9e-01,1.0e+00,0.9654,3758,404,397,380,342,404,404
GENE-10984,NO,1223.3,635.7,587.7,0.925,-0.1,7.9e-01,1.0e+00,0.9654,3759,387,988,532,371,562,830
GENE-897,NO,64,30.7,33.3,1.078,0.1,7.9e-01,1.0e+00,0.9654,3760,17,49,26,26,38,36
GENE-6200,NO,19,9,10,1.102,0.1,7.9e-01,1.0e+00,0.9654,3761,12,11,4,14,5,11
GENE-14204,NO,3284.7,1618,1666.7,1.03,0,7.9e-01,1.0e+00,0.9654,3762,1549,1781,1524,1918,1613,1469
GENE-5087,NO,1522.3,751,771.3,1.027,0,7.9e-01,1.0e+00,0.9654,3763,684,759,810,727,839,748
GENE-10999,NO,644,317.3,326.7,1.029,0,7.9e-01,1.0e+00,0.9654,3764,300,322,330,310,292,378
GENE-17730,NO,94,47.7,46.3,0.965,-0.1,7.9e-01,1.0e+00,0.9654,3765,41,56,46,45,46,48
GENE-15898,NO,53.3,25.3,28,1.097,0.1,7.9e-01,1.0e+00,0.9654,3766,11,34,31,38,15,31
GENE-16306,NO,2898,1421.7,1476.3,1.039,0.1,7.9e-01,1.0e+00,0.9654,3767,1136,1822,1307,1530,1548,1351
GENE-12539,NO,506.3,258,248.3,0.962,-0.1,7.9e-01,1.0e+00,0.9654,3768,223,219,332,274,227,244
GENE-9204,NO,32.3,16.7,15.7,0.934,-0.1,7.9e-01,1.0e+00,0.9654,3769,22,17,11,10,17,20
GENE-8028,NO,4929.7,2501,2428.7,0.971,0,7.9e-01,1.0e+00,0.9654,3770,2207,2624,2672,2117,2699,2470
GENE-992,NO,63.7,30.7,33,1.068,0.1,7.9e-01,1.0e+00,0.9654,3771,16,35,41,31,38,30
GENE-10311,NO,259.3,131.3,128,0.973,0,7.9e-01,1.0e+00,0.9654,3772,125,132,137,116,132,136
GENE-5608,NO,1705.7,838.3,867.3,1.034,0,7.9e-01,1.0e+00,0.9654,3773,922,738,855,694,985,923
GENE-14378,NO,20,9.7,10.3,1.061,0.1,7.9e-01,1.0e+00,0.9654,3774,11,7,11,9,13,9
GENE-7630,NO,165,80.3,84.7,1.051,0.1,7.9e-01,1.0e+00,0.9654,3775,108,78,55,94,84,76
GENE-15135,NO,19.7,9.3,10.3,1.098,0.1,7.9e-01,1.0e+00,0.9654,3776,9,14,5,12,5,14
GENE-14039,NO,50.7,24.7,26,1.046,0.1,7.9e-01,1.0e+00,0.9654,3777,25,21,28,25,21,32
GENE-14251,NO,82.3,40.3,42,1.034,0,8.0e-01,1.0e+00,0.9654,3777,40,41,40,47,38,41
GENE-1956,NO,604.3,298.3,306,1.027,0,8.0e-01,1.0e+00,0.9654,3778,285,299,311,322,327,269
GENE-10843,NO,893.7,453.3,440.3,0.971,0,8.0e-01,1.0e+00,0.9654,3779,459,388,513,409,437,475
GENE-9026,NO,1429.3,738.7,690.7,0.935,-0.1,8.0e-01,1.0e+00,0.9654,3780,538,719,959,670,1006,396
GENE-5937,NO,20.7,10.7,10,0.931,-0.1,8.0e-01,1.0e+00,0.9654,3781,10,15,7,7,10,13
GENE-15886,NO,1614.3,790.3,824,1.042,0.1,8.0e-01,1.0e+00,0.9654,3782,883,873,615,651,1018,803
GENE-12551,NO,53,27.3,25.7,0.932,-0.1,8.0e-01,1.0e+00,0.9654,3783,22,34,26,35,29,13
GENE-11078,NO,1206.7,592.7,614,1.036,0.1,8.0e-01,1.0e+00,0.9654,3784,541,725,512,648,516,678
GENE-6983,NO,37.3,18,19.3,1.066,0.1,8.0e-01,1.0e+00,0.9654,3785,10,21,23,22,20,16
GENE-5504,NO,990.7,508,482.7,0.95,-0.1,8.0e-01,1.0e+00,0.9654,3786,347,672,505,607,427,414
GENE-17331,NO,550.7,270,280.7,1.04,0.1,8.0e-01,1.0e+00,0.9654,3787,281,200,329,299,245,298
GENE-19221,NO,75,36.7,38.3,1.038,0.1,8.0e-01,1.0e+00,0.9654,3788,34,36,40,32,44,39
GENE-12387,NO,304.3,154.3,150,0.969,0,8.0e-01,1.0e+00,0.9654,3789,178,129,156,145,150,155
GENE-10997,NO,913.7,441,472.7,1.071,0.1,8.0e-01,1.0e+00,0.9654,3790,219,501,603,588,459,371
